Age;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999
734;8.002;8.721;9.18;9.436;9.848;10.139;10.59;11.502;12.517;13.11;13.533;14.192;14.643;15.545;17.267
735;8.006;8.727;9.186;9.442;9.854;10.145;10.596;11.508;12.525;13.118;13.541;14.201;14.652;15.555;17.278
736;8.011;8.732;9.191;9.447;9.86;10.151;10.602;11.515;12.532;13.126;13.549;14.21;14.661;15.564;17.289
737;8.015;8.737;9.196;9.453;9.865;10.157;10.609;11.522;12.54;13.134;13.558;14.218;14.67;15.574;17.3
738;8.02;8.742;9.202;9.458;9.871;10.163;10.615;11.529;12.547;13.142;13.566;14.227;14.679;15.584;17.311
739;8.025;8.747;9.207;9.464;9.877;10.169;10.621;11.536;12.555;13.15;13.574;14.236;14.688;15.593;17.322
740;8.029;8.752;9.213;9.469;9.883;10.175;10.628;11.543;12.563;13.158;13.582;14.244;14.697;15.603;17.333
741;8.034;8.757;9.218;9.475;9.889;10.181;10.634;11.55;12.57;13.166;13.591;14.253;14.706;15.613;17.344
742;8.039;8.762;9.223;9.48;9.894;10.187;10.64;11.556;12.578;13.174;13.599;14.262;14.715;15.623;17.355
743;8.043;8.767;9.229;9.486;9.9;10.193;10.646;11.563;12.585;13.182;13.607;14.27;14.724;15.632;17.365
744;8.048;8.772;9.234;9.491;9.906;10.199;10.653;11.57;12.593;13.19;13.615;14.279;14.733;15.642;17.376
745;8.053;8.777;9.239;9.497;9.912;10.205;10.659;11.577;12.6;13.198;13.624;14.288;14.742;15.651;17.387
746;8.057;8.782;9.245;9.502;9.918;10.211;10.665;11.584;12.608;13.206;13.632;14.297;14.751;15.661;17.399
747;8.062;8.788;9.25;9.508;9.923;10.217;10.671;11.591;12.615;13.214;13.64;14.305;14.76;15.671;17.409
748;8.067;8.793;9.256;9.513;9.929;10.223;10.678;11.598;12.623;13.222;13.648;14.314;14.769;15.68;17.42
749;8.071;8.798;9.261;9.519;9.935;10.229;10.684;11.605;12.63;13.23;13.657;14.323;14.778;15.69;17.431
750;8.076;8.803;9.266;9.524;9.941;10.235;10.69;11.611;12.638;13.238;13.665;14.331;14.787;15.7;17.442
751;8.081;8.808;9.272;9.53;9.946;10.241;10.696;11.618;12.646;13.246;13.673;14.34;14.796;15.71;17.453
752;8.085;8.813;9.277;9.536;9.952;10.247;10.703;11.625;12.653;13.253;13.681;14.349;14.805;15.719;17.464
753;8.09;8.818;9.282;9.541;9.958;10.253;10.709;11.632;12.661;13.261;13.689;14.357;14.814;15.729;17.475
754;8.095;8.823;9.288;9.547;9.964;10.259;10.715;11.639;12.668;13.269;13.698;14.366;14.823;15.739;17.486
755;8.099;8.828;9.293;9.552;9.97;10.265;10.722;11.646;12.676;13.277;13.706;14.375;14.832;15.748;17.497
756;8.104;8.833;9.298;9.558;9.975;10.271;10.728;11.653;12.683;13.285;13.714;14.384;14.841;15.758;17.508
757;8.109;8.839;9.304;9.563;9.981;10.277;10.734;11.659;12.691;13.293;13.722;14.392;14.85;15.767;17.519
758;8.113;8.844;9.309;9.569;9.987;10.283;10.74;11.666;12.698;13.301;13.731;14.401;14.859;15.777;17.53
759;8.118;8.849;9.315;9.574;9.993;10.289;10.747;11.673;12.706;13.309;13.739;14.41;14.868;15.787;17.541
760;8.122;8.854;9.32;9.58;9.999;10.295;10.753;11.68;12.713;13.317;13.747;14.418;14.877;15.797;17.552
761;8.127;8.859;9.325;9.585;10.004;10.301;10.759;11.687;12.721;13.325;13.756;14.427;14.886;15.806;17.563
762;8.132;8.864;9.331;9.591;10.01;10.307;10.765;11.694;12.729;13.333;13.764;14.436;14.896;15.816;17.574
763;8.136;8.869;9.336;9.596;10.016;10.313;10.772;11.701;12.736;13.341;13.772;14.444;14.904;15.826;17.585
764;8.141;8.874;9.341;9.602;10.022;10.319;10.778;11.707;12.744;13.349;13.78;14.453;14.913;15.835;17.596
765;8.146;8.879;9.347;9.607;10.027;10.324;10.784;11.714;12.751;13.357;13.788;14.462;14.922;15.845;17.607
766;8.15;8.884;9.352;9.613;10.033;10.33;10.79;11.721;12.759;13.365;13.797;14.471;14.932;15.855;17.618
767;8.155;8.889;9.357;9.618;10.039;10.336;10.797;11.728;12.766;13.373;13.805;14.479;14.941;15.865;17.629
768;8.159;8.894;9.363;9.624;10.045;10.342;10.803;11.735;12.774;13.381;13.813;14.488;14.95;15.874;17.64
769;8.164;8.899;9.368;9.629;10.05;10.348;10.809;11.742;12.781;13.389;13.821;14.497;14.959;15.884;17.651
770;8.169;8.904;9.374;9.635;10.056;10.354;10.815;11.749;12.789;13.397;13.83;14.505;14.967;15.893;17.661
771;8.173;8.909;9.379;9.64;10.062;10.36;10.822;11.755;12.796;13.404;13.838;14.514;14.977;15.903;17.672
772;8.178;8.915;9.384;9.646;10.068;10.366;10.828;11.762;12.804;13.413;13.846;14.523;14.986;15.913;17.684
773;8.183;8.92;9.39;9.651;10.074;10.372;10.834;11.769;12.811;13.42;13.854;14.532;14.995;15.923;17.695
774;8.187;8.925;9.395;9.657;10.079;10.378;10.84;11.776;12.819;13.428;13.863;14.54;15.004;15.932;17.706
775;8.192;8.93;9.4;9.662;10.085;10.384;10.847;11.783;12.826;13.436;13.871;14.549;15.013;15.942;17.717
776;8.196;8.935;9.406;9.668;10.091;10.39;10.853;11.79;12.834;13.444;13.879;14.558;15.022;15.952;17.728
777;8.201;8.94;9.411;9.673;10.097;10.396;10.859;11.796;12.842;13.452;13.887;14.567;15.031;15.962;17.739
778;8.206;8.945;9.416;9.679;10.102;10.402;10.865;11.803;12.849;13.46;13.896;14.575;15.04;15.971;17.75
779;8.21;8.95;9.422;9.685;10.108;10.408;10.872;11.81;12.857;13.468;13.904;14.584;15.049;15.981;17.76
780;8.215;8.955;9.427;9.69;10.114;10.414;10.878;11.817;12.864;13.476;13.912;14.593;15.058;15.99;17.772
781;8.219;8.96;9.432;9.695;10.12;10.42;10.884;11.824;12.872;13.484;13.92;14.601;15.067;16;17.783
782;8.224;8.965;9.438;9.701;10.126;10.426;10.89;11.831;12.879;13.492;13.929;14.61;15.076;16.01;17.794
783;8.229;8.97;9.443;9.706;10.131;10.432;10.897;11.838;12.887;13.5;13.937;14.619;15.085;16.02;17.805
784;8.233;8.975;9.448;9.712;10.137;10.437;10.903;11.844;12.894;13.508;13.945;14.628;15.094;16.029;17.816
785;8.238;8.98;9.454;9.717;10.143;10.443;10.909;11.851;12.902;13.516;13.953;14.636;15.103;16.039;17.827
786;8.242;8.985;9.459;9.723;10.148;10.449;10.915;11.858;12.909;13.524;13.962;14.645;15.112;16.049;17.838
787;8.247;8.99;9.464;9.728;10.154;10.455;10.921;11.865;12.917;13.532;13.97;14.654;15.121;16.059;17.849
788;8.252;8.995;9.469;9.734;10.16;10.461;10.928;11.872;12.925;13.54;13.978;14.663;15.13;16.068;17.86
789;8.256;9;9.475;9.739;10.166;10.467;10.934;11.879;12.932;13.548;13.986;14.671;15.139;16.078;17.871
790;8.261;9.005;9.48;9.745;10.171;10.473;10.94;11.885;12.939;13.556;13.995;14.68;15.149;16.088;17.882
791;8.265;9.01;9.485;9.75;10.177;10.479;10.946;11.892;12.947;13.564;14.003;14.689;15.158;16.098;17.893
792;8.27;9.015;9.491;9.756;10.183;10.485;10.953;11.899;12.955;13.571;14.011;14.697;15.166;16.107;17.904
793;8.275;9.02;9.496;9.761;10.189;10.491;10.959;11.906;12.962;13.579;14.019;14.706;15.175;16.117;17.915
794;8.279;9.025;9.501;9.767;10.194;10.497;10.965;11.913;12.97;13.587;14.027;14.715;15.184;16.126;17.925
795;8.284;9.03;9.507;9.772;10.2;10.503;10.971;11.919;12.977;13.595;14.036;14.723;15.193;16.136;17.936
796;8.288;9.035;9.512;9.778;10.206;10.509;10.978;11.926;12.985;13.603;14.044;14.732;15.203;16.146;17.948
797;8.293;9.04;9.517;9.783;10.212;10.515;10.984;11.933;12.992;13.611;14.052;14.741;15.212;16.155;17.959
798;8.297;9.045;9.523;9.789;10.217;10.52;10.99;11.94;13;13.619;14.06;14.749;15.221;16.165;17.97
799;8.302;9.05;9.528;9.794;10.223;10.526;10.996;11.947;13.007;13.627;14.069;14.758;15.23;16.175;17.981
800;8.306;9.055;9.533;9.799;10.229;10.532;11.002;11.954;13.015;13.635;14.077;14.767;15.239;16.184;17.992
801;8.311;9.06;9.538;9.805;10.234;10.538;11.008;11.96;13.022;13.643;14.085;14.775;15.248;16.194;18.003
802;8.316;9.065;9.544;9.81;10.24;10.544;11.015;11.967;13.03;13.651;14.093;14.784;15.257;16.204;18.014
803;8.32;9.07;9.549;9.816;10.246;10.55;11.021;11.974;13.037;13.659;14.101;14.793;15.266;16.214;18.025
804;8.325;9.075;9.554;9.821;10.252;10.556;11.027;11.981;13.045;13.667;14.11;14.802;15.275;16.223;18.036
805;8.329;9.08;9.56;9.827;10.257;10.562;11.033;11.988;13.052;13.674;14.118;14.81;15.284;16.233;18.047
806;8.334;9.085;9.565;9.832;10.263;10.568;11.04;11.994;13.06;13.682;14.126;14.819;15.293;16.243;18.058
807;8.338;9.09;9.57;9.838;10.269;10.574;11.046;12.001;13.067;13.69;14.134;14.828;15.302;16.252;18.069
808;8.343;9.095;9.575;9.843;10.274;10.579;11.052;12.008;13.075;13.698;14.142;14.836;15.311;16.262;18.08
809;8.347;9.1;9.581;9.848;10.28;10.585;11.058;12.015;13.082;13.706;14.151;14.845;15.32;16.272;18.091
810;8.352;9.105;9.586;9.854;10.286;10.591;11.064;12.022;13.09;13.714;14.159;14.854;15.329;16.281;18.102
811;8.356;9.11;9.591;9.859;10.291;10.597;11.07;12.028;13.097;13.722;14.167;14.862;15.338;16.291;18.113
812;8.361;9.115;9.596;9.865;10.297;10.603;11.077;12.035;13.105;13.73;14.175;14.871;15.347;16.301;18.124
813;8.365;9.12;9.602;9.87;10.303;10.609;11.083;12.042;13.112;13.738;14.184;14.88;15.356;16.311;18.135
814;8.37;9.125;9.607;9.876;10.309;10.615;11.089;12.049;13.12;13.746;14.192;14.888;15.365;16.32;18.146
815;8.374;9.13;9.612;9.881;10.314;10.62;11.095;12.055;13.127;13.754;14.2;14.897;15.374;16.33;18.157
816;8.379;9.135;9.617;9.886;10.32;10.626;11.101;12.062;13.135;13.761;14.208;14.906;15.383;16.34;18.168
817;8.383;9.14;9.623;9.892;10.325;10.632;11.107;12.069;13.142;13.769;14.217;14.915;15.392;16.35;18.179
818;8.388;9.145;9.628;9.897;10.331;10.638;11.114;12.076;13.15;13.777;14.225;14.923;15.401;16.359;18.19
819;8.392;9.15;9.633;9.902;10.337;10.644;11.12;12.083;13.157;13.785;14.233;14.932;15.41;16.369;18.201
820;8.397;9.155;9.638;9.908;10.342;10.65;11.126;12.089;13.164;13.793;14.241;14.941;15.419;16.379;18.212
821;8.401;9.16;9.644;9.913;10.348;10.656;11.132;12.096;13.172;13.801;14.249;14.949;15.428;16.388;18.223
822;8.406;9.165;9.649;9.919;10.354;10.662;11.138;12.103;13.179;13.809;14.257;14.958;15.437;16.398;18.234
823;8.41;9.17;9.654;9.924;10.36;10.667;11.144;12.11;13.187;13.817;14.266;14.967;15.446;16.407;18.245
824;8.415;9.175;9.659;9.929;10.365;10.673;11.15;12.116;13.194;13.824;14.274;14.975;15.455;16.417;18.256
825;8.419;9.18;9.665;9.935;10.371;10.679;11.157;12.123;13.202;13.832;14.282;14.984;15.464;16.427;18.267
826;8.424;9.184;9.67;9.94;10.376;10.685;11.163;12.13;13.209;13.84;14.29;14.992;15.473;16.436;18.278
827;8.428;9.189;9.675;9.946;10.382;10.691;11.169;12.137;13.217;13.848;14.298;15.001;15.482;16.446;18.289
828;8.433;9.194;9.68;9.951;10.388;10.697;11.175;12.143;13.224;13.856;14.307;15.01;15.491;16.456;18.301
829;8.437;9.199;9.685;9.956;10.393;10.702;11.181;12.15;13.232;13.864;14.315;15.019;15.5;16.466;18.311
830;8.442;9.204;9.69;9.962;10.399;10.708;11.187;12.157;13.239;13.872;14.323;15.027;15.509;16.475;18.322
831;8.446;9.209;9.696;9.967;10.405;10.714;11.193;12.164;13.246;13.88;14.331;15.036;15.518;16.485;18.333
832;8.451;9.214;9.701;9.972;10.41;10.72;11.199;12.17;13.254;13.887;14.339;15.044;15.527;16.494;18.344
833;8.455;9.219;9.706;9.978;10.416;10.726;11.206;12.177;13.261;13.895;14.347;15.053;15.536;16.504;18.355
834;8.46;9.224;9.711;9.983;10.421;10.731;11.212;12.184;13.269;13.903;14.355;15.062;15.545;16.514;18.366
835;8.464;9.229;9.717;9.989;10.427;10.737;11.218;12.19;13.276;13.911;14.364;15.07;15.554;16.523;18.377
836;8.468;9.234;9.722;9.994;10.433;10.743;11.224;12.197;13.283;13.919;14.372;15.079;15.563;16.533;18.388
837;8.473;9.238;9.727;9.999;10.438;10.749;11.23;12.204;13.291;13.927;14.38;15.088;15.572;16.543;18.399
838;8.477;9.243;9.732;10.004;10.444;10.755;11.236;12.211;13.298;13.935;14.388;15.096;15.581;16.552;18.41
839;8.482;9.248;9.737;10.01;10.45;10.76;11.242;12.217;13.306;13.942;14.396;15.105;15.59;16.562;18.421
840;8.486;9.253;9.742;10.015;10.455;10.766;11.248;12.224;13.313;13.95;14.404;15.114;15.599;16.572;18.432
841;8.491;9.258;9.748;10.021;10.461;10.772;11.254;12.231;13.321;13.958;14.412;15.122;15.608;16.581;18.443
842;8.495;9.263;9.753;10.026;10.466;10.778;11.26;12.237;13.328;13.966;14.421;15.131;15.616;16.591;18.454
843;8.5;9.268;9.758;10.031;10.472;10.784;11.266;12.244;13.335;13.974;14.429;15.139;15.625;16.6;18.465
844;8.504;9.272;9.763;10.036;10.477;10.789;11.272;12.251;13.343;13.982;14.437;15.148;15.635;16.61;18.476
845;8.508;9.277;9.768;10.042;10.483;10.795;11.279;12.258;13.35;13.989;14.445;15.157;15.644;16.62;18.487
846;8.513;9.282;9.773;10.047;10.489;10.801;11.285;12.264;13.358;13.997;14.453;15.165;15.652;16.629;18.498
847;8.517;9.287;9.778;10.052;10.494;10.807;11.291;12.271;13.365;14.005;14.461;15.174;15.661;16.639;18.509
848;8.522;9.292;9.784;10.058;10.5;10.812;11.297;12.278;13.372;14.013;14.469;15.182;15.67;16.648;18.52
849;8.526;9.297;9.789;10.063;10.505;10.818;11.303;12.284;13.38;14.021;14.478;15.191;15.679;16.658;18.531
850;8.53;9.302;9.794;10.068;10.511;10.824;11.309;12.291;13.387;14.028;14.486;15.2;15.688;16.668;18.542
851;8.535;9.306;9.799;10.074;10.517;10.83;11.315;12.298;13.395;14.036;14.494;15.208;15.697;16.678;18.553
852;8.539;9.311;9.804;10.079;10.522;10.835;11.321;12.304;13.402;14.044;14.502;15.217;15.706;16.687;18.564
853;8.544;9.316;9.809;10.084;10.528;10.841;11.327;12.311;13.409;14.052;14.51;15.225;15.715;16.697;18.575
854;8.548;9.321;9.814;10.089;10.533;10.847;11.333;12.318;13.417;14.06;14.518;15.234;15.724;16.707;18.586
855;8.552;9.326;9.819;10.095;10.539;10.853;11.339;12.324;13.424;14.067;14.526;15.243;15.733;16.716;18.597
856;8.557;9.331;9.825;10.1;10.544;10.858;11.345;12.331;13.431;14.075;14.534;15.251;15.742;16.726;18.608
857;8.561;9.335;9.83;10.105;10.55;10.864;11.351;12.338;13.439;14.083;14.542;15.26;15.751;16.735;18.619
858;8.565;9.34;9.835;10.111;10.555;10.87;11.357;12.344;13.446;14.091;14.55;15.268;15.759;16.745;18.629
859;8.57;9.345;9.84;10.116;10.561;10.876;11.363;12.351;13.454;14.099;14.559;15.277;15.769;16.755;18.641
860;8.574;9.35;9.845;10.121;10.566;10.881;11.369;12.358;13.461;14.106;14.567;15.286;15.777;16.764;18.652
861;8.578;9.355;9.85;10.126;10.572;10.887;11.375;12.364;13.468;14.114;14.575;15.294;15.786;16.774;18.662
862;8.583;9.359;9.855;10.132;10.577;10.893;11.381;12.371;13.476;14.122;14.583;15.303;15.795;16.783;18.673
863;8.587;9.364;9.86;10.137;10.583;10.899;11.387;12.377;13.483;14.13;14.591;15.311;15.804;16.793;18.685
864;8.591;9.369;9.865;10.142;10.588;10.904;11.393;12.384;13.49;14.137;14.599;15.32;15.813;16.802;18.695
865;8.596;9.374;9.87;10.147;10.594;10.91;11.399;12.391;13.498;14.145;14.607;15.328;15.822;16.812;18.706
866;8.6;9.379;9.876;10.153;10.6;10.916;11.405;12.397;13.505;14.153;14.615;15.337;15.831;16.822;18.717
867;8.604;9.383;9.881;10.158;10.605;10.921;11.411;12.404;13.512;14.161;14.623;15.346;15.84;16.831;18.729
868;8.609;9.388;9.886;10.163;10.611;10.927;11.417;12.411;13.52;14.169;14.631;15.354;15.849;16.841;18.739
869;8.613;9.393;9.891;10.168;10.616;10.933;11.423;12.417;13.527;14.176;14.639;15.363;15.857;16.85;18.75
870;8.618;9.398;9.896;10.174;10.622;10.938;11.429;12.424;13.534;14.184;14.647;15.371;15.866;16.86;18.761
871;8.622;9.402;9.901;10.179;10.627;10.944;11.435;12.43;13.542;14.192;14.655;15.38;15.875;16.87;18.772
872;8.626;9.407;9.906;10.184;10.632;10.95;11.441;12.437;13.549;14.199;14.663;15.388;15.884;16.879;18.783
873;8.63;9.412;9.911;10.189;10.638;10.955;11.447;12.444;13.556;14.207;14.671;15.397;15.893;16.888;18.794
874;8.635;9.417;9.916;10.194;10.644;10.961;11.453;12.45;13.563;14.215;14.679;15.405;15.902;16.898;18.804
875;8.639;9.421;9.921;10.2;10.649;10.967;11.459;12.457;13.571;14.223;14.688;15.414;15.911;16.908;18.816
876;8.643;9.426;9.926;10.205;10.654;10.972;11.465;12.463;13.578;14.23;14.696;15.422;15.92;16.917;18.827
877;8.648;9.431;9.931;10.21;10.66;10.978;11.471;12.47;13.585;14.238;14.704;15.431;15.928;16.927;18.837
878;8.652;9.436;9.936;10.215;10.665;10.984;11.477;12.477;13.593;14.246;14.712;15.44;15.937;16.937;18.849
879;8.656;9.441;9.941;10.22;10.671;10.989;11.483;12.483;13.6;14.254;14.72;15.448;15.946;16.946;18.859
880;8.661;9.445;9.946;10.226;10.676;10.995;11.489;12.49;13.607;14.261;14.728;15.456;15.955;16.955;18.87
881;8.665;9.45;9.951;10.231;10.682;11.001;11.495;12.496;13.615;14.269;14.736;15.465;15.964;16.965;18.882
882;8.669;9.455;9.956;10.236;10.687;11.006;11.501;12.503;13.622;14.277;14.744;15.474;15.973;16.975;18.892
883;8.673;9.459;9.961;10.241;10.693;11.012;11.507;12.509;13.629;14.284;14.752;15.482;15.981;16.984;18.903
884;8.678;9.464;9.966;10.246;10.698;11.018;11.513;12.516;13.637;14.292;14.76;15.491;15.991;16.994;18.914
885;8.682;9.469;9.971;10.252;10.704;11.023;11.519;12.523;13.644;14.3;14.768;15.499;15.999;17.003;18.925
886;8.686;9.474;9.976;10.257;10.709;11.029;11.525;12.529;13.651;14.308;14.776;15.507;16.008;17.013;18.936
887;8.69;9.478;9.981;10.262;10.714;11.035;11.531;12.536;13.658;14.315;14.784;15.516;16.017;17.023;18.947
888;8.695;9.483;9.986;10.267;10.72;11.04;11.536;12.542;13.666;14.323;14.792;15.524;16.026;17.032;18.958
889;8.699;9.488;9.991;10.272;10.725;11.046;11.542;12.549;13.673;14.331;14.8;15.533;16.035;17.041;18.969
890;8.703;9.492;9.996;10.277;10.731;11.051;11.548;12.555;13.68;14.338;14.808;15.542;16.044;17.051;18.98
891;8.707;9.497;10.001;10.282;10.736;11.057;11.554;12.562;13.687;14.346;14.816;15.55;16.052;17.06;18.99
892;8.712;9.502;10.006;10.288;10.742;11.063;11.56;12.568;13.695;14.354;14.824;15.558;16.061;17.07;19.001
893;8.716;9.506;10.011;10.293;10.747;11.068;11.566;12.575;13.702;14.361;14.832;15.567;16.07;17.08;19.012
894;8.72;9.511;10.016;10.298;10.752;11.074;11.572;12.581;13.709;14.369;14.84;15.575;16.079;17.089;19.023
895;8.725;9.516;10.021;10.303;10.758;11.08;11.578;12.588;13.716;14.377;14.848;15.584;16.088;17.098;19.034
896;8.729;9.52;10.026;10.308;10.763;11.085;11.584;12.594;13.724;14.384;14.856;15.592;16.097;17.108;19.045
897;8.733;9.525;10.031;10.313;10.769;11.091;11.59;12.601;13.731;14.392;14.864;15.601;16.105;17.118;19.056
898;8.737;9.53;10.036;10.318;10.774;11.096;11.596;12.607;13.738;14.4;14.872;15.609;16.114;17.127;19.067
899;8.741;9.534;10.041;10.324;10.779;11.102;11.601;12.614;13.745;14.407;14.88;15.618;16.123;17.137;19.077
900;8.746;9.539;10.046;10.329;10.785;11.107;11.607;12.62;13.752;14.415;14.888;15.626;16.132;17.146;19.088
901;8.75;9.544;10.051;10.334;10.79;11.113;11.613;12.627;13.76;14.423;14.896;15.635;16.141;17.156;19.099
902;8.754;9.548;10.056;10.339;10.795;11.119;11.619;12.633;13.767;14.43;14.904;15.643;16.149;17.165;19.11
903;8.758;9.553;10.061;10.344;10.801;11.124;11.625;12.64;13.774;14.438;14.912;15.652;16.158;17.175;19.121
904;8.762;9.558;10.066;10.349;10.806;11.13;11.631;12.646;13.781;14.446;14.92;15.66;16.167;17.184;19.132
905;8.767;9.562;10.071;10.354;10.812;11.135;11.637;12.653;13.789;14.453;14.927;15.668;16.176;17.193;19.143
906;8.771;9.567;10.076;10.359;10.817;11.141;11.643;12.659;13.796;14.461;14.936;15.677;16.185;17.203;19.154
907;8.775;9.572;10.081;10.364;10.822;11.146;11.648;12.666;13.803;14.469;14.943;15.685;16.193;17.213;19.165
908;8.779;9.576;10.085;10.369;10.828;11.152;11.654;12.672;13.81;14.476;14.951;15.694;16.202;17.222;19.176
909;8.783;9.581;10.09;10.375;10.833;11.157;11.66;12.679;13.817;14.484;14.959;15.702;16.211;17.231;19.186
910;8.787;9.585;10.095;10.38;10.838;11.163;11.666;12.685;13.825;14.492;14.967;15.711;16.22;17.241;19.198
911;8.792;9.59;10.1;10.385;10.844;11.169;11.672;12.692;13.832;14.499;14.975;15.719;16.228;17.251;19.208
912;8.796;9.595;10.105;10.39;10.849;11.174;11.678;12.698;13.839;14.507;14.983;15.727;16.237;17.26;19.219
913;8.8;9.599;10.11;10.395;10.854;11.18;11.683;12.705;13.846;14.514;14.991;15.736;16.246;17.27;19.23
914;8.804;9.604;10.115;10.4;10.86;11.185;11.689;12.711;13.853;14.522;14.999;15.744;16.255;17.279;19.24
915;8.808;9.609;10.12;10.405;10.865;11.191;11.695;12.718;13.861;14.53;15.007;15.753;16.264;17.289;19.252
916;8.812;9.613;10.125;10.41;10.87;11.196;11.701;12.724;13.868;14.537;15.015;15.761;16.272;17.298;19.262
917;8.816;9.618;10.129;10.415;10.876;11.202;11.707;12.731;13.875;14.545;15.023;15.77;16.281;17.307;19.273
918;8.821;9.622;10.134;10.42;10.881;11.207;11.713;12.737;13.882;14.552;15.031;15.778;16.29;17.317;19.284
919;8.825;9.627;10.139;10.425;10.886;11.213;11.718;12.743;13.889;14.56;15.039;15.787;16.299;17.327;19.295
920;8.829;9.632;10.144;10.43;10.892;11.218;11.724;12.75;13.896;14.568;15.046;15.795;16.307;17.336;19.306
921;8.833;9.636;10.149;10.435;10.897;11.224;11.73;12.756;13.904;14.575;15.055;15.803;16.316;17.345;19.317
922;8.837;9.641;10.154;10.44;10.902;11.229;11.736;12.763;13.911;14.583;15.062;15.812;16.325;17.355;19.328
923;8.841;9.645;10.159;10.445;10.907;11.235;11.742;12.769;13.918;14.59;15.07;15.82;16.334;17.364;19.339
924;8.845;9.65;10.164;10.45;10.913;11.24;11.747;12.776;13.925;14.598;15.078;15.828;16.342;17.374;19.349
925;8.849;9.654;10.168;10.455;10.918;11.246;11.753;12.782;13.932;14.606;15.086;15.837;16.351;17.383;19.361
926;8.854;9.659;10.173;10.46;10.923;11.251;11.759;12.788;13.939;14.613;15.094;15.845;16.36;17.393;19.371
927;8.858;9.663;10.178;10.465;10.929;11.257;11.765;12.795;13.946;14.621;15.102;15.854;16.369;17.402;19.382
928;8.862;9.668;10.183;10.47;10.934;11.262;11.771;12.801;13.953;14.628;15.11;15.862;16.377;17.411;19.393
929;8.866;9.673;10.188;10.475;10.939;11.267;11.776;12.808;13.961;14.636;15.118;15.871;16.386;17.421;19.404
930;8.87;9.677;10.193;10.48;10.945;11.273;11.782;12.814;13.968;14.643;15.125;15.879;16.395;17.43;19.414
931;8.874;9.682;10.198;10.485;10.95;11.278;11.788;12.82;13.975;14.651;15.133;15.887;16.404;17.44;19.426
932;8.878;9.686;10.202;10.49;10.955;11.284;11.794;12.827;13.982;14.658;15.141;15.896;16.412;17.449;19.436
933;8.882;9.691;10.207;10.495;10.96;11.289;11.799;12.833;13.989;14.666;15.149;15.904;16.421;17.459;19.447
934;8.886;9.695;10.212;10.5;10.966;11.295;11.805;12.84;13.996;14.674;15.157;15.912;16.43;17.468;19.458
935;8.89;9.7;10.217;10.505;10.971;11.3;11.811;12.846;14.003;14.681;15.165;15.921;16.438;17.478;19.469
936;8.895;9.704;10.222;10.51;10.976;11.306;11.817;12.852;14.011;14.689;15.173;15.929;16.447;17.487;19.479
937;8.899;9.709;10.227;10.515;10.981;11.311;11.822;12.859;14.018;14.696;15.181;15.938;16.456;17.496;19.491
938;8.903;9.713;10.231;10.52;10.987;11.317;11.828;12.865;14.025;14.704;15.188;15.946;16.465;17.506;19.502
939;8.907;9.718;10.236;10.525;10.992;11.322;11.834;12.872;14.032;14.711;15.196;15.954;16.473;17.515;19.512
940;8.911;9.722;10.241;10.53;10.997;11.327;11.84;12.878;14.039;14.719;15.204;15.963;16.482;17.525;19.523
941;8.915;9.727;10.246;10.535;11.002;11.333;11.845;12.884;14.046;14.726;15.212;15.971;16.491;17.534;19.534
942;8.919;9.731;10.25;10.54;11.008;11.338;11.851;12.891;14.053;14.734;15.22;15.979;16.499;17.544;19.545
943;8.923;9.736;10.255;10.545;11.013;11.344;11.857;12.897;14.06;14.741;15.228;15.988;16.508;17.553;19.555
944;8.927;9.74;10.26;10.55;11.018;11.349;11.862;12.903;14.067;14.749;15.235;15.996;16.517;17.562;19.566
